gid,gstart,gend,old_zdb
gene-si:rp71-45k5.2,37447871,37449067,ZDB-GENE-060503-753
gene-si:rp71-77l1.2,49539906,49543061,ZDB-GENE-131127-184
gene-si:rp71-78h1.1,1864756,1880779,ZDB-NCRNAG-070912-1
gene-sirt7,41136275,41151790,ZDB-GENE-050208-612
gene-si:zfos-1451h6.1,7243453,7245164,ZDB-GENE-131121-245
gene-si:zfos-169g10.2,527543,537664,ZDB-GENE-120215-119
gene-si:zfos-2131b9.2,75845733,75872671,ZDB-GENE-131118-24
gene-si:zfos-2326c3.2,10155609,10273607,ZDB-GENE-091113-25
gene-slc12a5b,44149091,44255672,ZDB-GENE-080707-1
gene-slc15a5,30910740,30959531,ZDB-GENE-131121-351
gene-slc16a6b,35171694,35187177,ZDB-GENE-110208-3
gene-slc17a7b,42244801,42286973,ZDB-GENE-131125-32
gene-slc22a13a,27060425,27074626,ZDB-GENE-070912-473
gene-slc24a1,20391811,20427391,ZDB-GENE-060503-191
gene-slc25a22b,12941251,13415227,ZDB-GENE-110408-66
gene-slc26a6.1,28152758,28166852,ZDB-GENE-081105-83
gene-slc27a2b,34725130,34741781,ZDB-GENE-081104-49
gene-slc2a6,14435025,14447823,ZDB-GENE-081104-301
gene-slc35f2l,27628270,27646064,ZDB-GENE-130530-1004
gene-slc37a4bl,9882574,9887585,ZDB-GENE-240618-2
gene-slc38a8a,23011988,23029905,ZDB-GENE-121005-5
gene-slc41a2a,31152862,31187444,ZDB-GENE-130530-781
gene-slc44a1a,55975618,56000385,ZDB-GENE-050417-204
gene-slc44a5a,11637945,11896174,ZDB-GENE-070705-333
gene-slc44a5b,19699306,19780136,ZDB-GENE-081105-4
gene-slc4a10b,53258670,53414080,ZDB-GENE-081105-62
gene-slc4a5a,28655753,28728127,ZDB-GENE-060531-64
gene-slc4a5b,49812571,49945040,ZDB-GENE-091112-19
gene-slc5a3b,34821854,34831240,ZDB-GENE-070912-43
gene-slc5a8,6258563,6332499,ZDB-GENE-141211-63
gene-slc6a15,17527896,17562597,ZDB-GENE-050420-93
gene-slc6a16a,15222550,15266783,ZDB-GENE-061009-43
gene-slc7a8b,41338566,41362898,ZDB-GENE-030616-586
gene-slf1,54450442,54516041,ZDB-GENE-141216-402
gene-slx4,27514225,27534725,ZDB-GENE-050208-359
gene-smad4b,7566110,7626034,ZDB-GENE-060130-140
gene-smim13,4135594,4144393,ZDB-GENE-141212-279
gene-snphb,19520419,19547114,ZDB-GENE-090313-92
gene-sntg1,38910222,39080200,ZDB-GENE-140106-77
gene-sostdc1b,33530183,33531410,ZDB-GENE-060503-653
gene-sowahca,58113181,58120130,ZDB-GENE-081104-106
gene-sparcl2,28014376,28026977,ZDB-GENE-131127-575
gene-spegb,43246460,43410804,ZDB-GENE-081104-517
gene-sptbn4a,23147022,23199281,ZDB-GENE-060531-133
gene-spx,17382372,17385790,ZDB-GENE-041210-158
gene-sqleb,8355545,8381761,ZDB-GENE-060503-750
gene-srbd1,10302681,10459849,ZDB-GENE-081107-19
gene-srpx2,40038077,40062176,ZDB-GENE-110411-231
gene-sstr2b,67413863,67418068,ZDB-GENE-130530-727
gene-sstr3,28303483,28353423,ZDB-GENE-061009-35
gene-stx12l,7960637,7975338,ZDB-GENE-110715-1
gene-stx2b,52640580,52653429,ZDB-GENE-091204-424
gene-styk1a,10761467,10777592,ZDB-GENE-060503-428
gene-sult3st1,28401454,28419085,ZDB-GENE-061207-52
gene-sult3st5,15039121,15043006,ZDB-GENE-060503-722
gene-sumo2a,25329662,25336057,ZDB-GENE-120215-155
gene-supt20,40027167,40068093,ZDB-GENE-091204-264
gene-svild,17270882,17404142,ZDB-GENE-081104-483
gene-sync,33458252,33466055,ZDB-GENE-060503-747
gene-syngap1a,390182,444727,ZDB-GENE-060503-370
gene-syngap1b,49915724,50158537,ZDB-GENE-100921-2
gene-syt14a,35250651,35320736,ZDB-GENE-090313-200
gene-syt17,29982595,30022957,ZDB-GENE-090527-1
gene-syt1b,8551475,8565349,ZDB-GENE-060503-166
gene-sytl5,31992405,32038701,ZDB-GENE-070912-424
gene-taar10a,49503631,49596311,ZDB-GENE-041014-55
gene-taar10b,49483657,49485773,ZDB-GENE-041014-67
gene-taar10d,49492412,49493957,ZDB-GENE-041014-97
gene-taar12a,49431440,49432472,ZDB-GENE-041014-99
gene-taar12c,49450734,49451751,ZDB-GENE-041014-66
gene-taar12e,49407268,49408283,ZDB-GENE-041014-51
gene-taar12g,49415231,49416242,ZDB-GENE-041014-64
gene-taar12h,49399318,49400353,ZDB-GENE-041014-54
gene-taar12i,49460159,49473785,ZDB-GENE-041014-61
gene-taar12j,49392368,49393391,ZDB-GENE-041014-59
gene-taar12m,2094832,2096929,ZDB-GENE-100506-1
gene-taar13a,49523388,49524415,ZDB-GENE-070424-256
gene-taar13c,49549065,49550092,ZDB-GENE-041014-60
gene-taar13d,49534378,49539537,ZDB-GENE-041014-62
gene-taar14d,49645269,49646255,ZDB-GENE-041210-315
gene-taar14f,49640303,49641289,ZDB-GENE-041210-313
gene-taar14g,49628204,49635583,ZDB-GENE-100510-1
gene-taar14h,49598242,49599206,ZDB-GENE-041014-32
gene-taar14i,49602182,49603142,ZDB-GENE-060414-25
gene-taar14j,49607815,49608779,ZDB-GENE-041014-34
gene-taar14l,49592576,49593533,ZDB-GENE-041014-31
gene-taar15,49554129,49555115,ZDB-GENE-041014-50
gene-taar16f,45842014,45848522,ZDB-GENE-060413-20
gene-taar16g,45849471,45851540,ZDB-GENE-060413-19
gene-taar19a,45972121,45974247,ZDB-GENE-100519-3
gene-taar19b,46008845,46009911,ZDB-GENE-091116-74
gene-taar19c,46014357,46016742,ZDB-GENE-060414-16
gene-taar19d,46002832,46006286,ZDB-GENE-060413-18
gene-taar19e,45977246,45979211,ZDB-GENE-091116-66
gene-taar19g,45996250,46000285,ZDB-GENE-060413-17
gene-taar19h,45918636,45919752,ZDB-GENE-060414-12
gene-taar19j,45960980,45962011,ZDB-GENE-091116-24
gene-taar19m,45924483,45925669,ZDB-GENE-091116-30
gene-taar19q,45955308,45957868,ZDB-GENE-060413-13
gene-taar19r,45891833,45892869,ZDB-GENE-091116-37
gene-taar19s,45880666,45881702,ZDB-GENE-060413-14
gene-taar19t,45874549,45877479,ZDB-GENE-091116-22
gene-taar19u,45899065,45900084,ZDB-GENE-060413-1
gene-taar20c1,45612706,45613900,ZDB-GENE-091116-60
gene-taar20i,45587518,45591975,ZDB-GENE-060414-5
gene-taar20j,45636340,45642037,ZDB-GENE-060414-15
gene-taar20o,45687081,45688480,ZDB-GENE-060414-4
gene-taar20q,45676114,45678000,ZDB-GENE-091116-85
gene-taar20t,45624388,45628458,ZDB-GENE-060414-18
gene-taar20u,45621860,45622912,ZDB-GENE-060414-17
gene-tacr1a,28769131,28821725,ZDB-GENE-060526-185
gene-taf4a,23049251,23092585,ZDB-GENE-131127-579
gene-taf4b,20708842,20745091,ZDB-GENE-070424-105
gene-tafa1a,21078839,21188721,ZDB-GENE-090313-124
gene-tafa3a,51020901,51224046,ZDB-GENE-091204-297
gene-tango6,18427519,18459369,ZDB-GENE-050419-237
gene-tarbp1,42786230,42832291,ZDB-GENE-090313-346
gene-tbc1d22b,11907332,12019332,ZDB-GENE-091118-28
gene-tbc1d2b,26837122,26892846,ZDB-GENE-100922-148
gene-tcerg1l,44068742,44276117,ZDB-GENE-131121-319
gene-tctn1,8968582,8990030,ZDB-GENE-081104-157
gene-tdrd12,39884636,39910972,ZDB-GENE-121214-348
gene-tdrd7b,64955102,65010649,ZDB-GENE-150109-14
gene-tecta,69110673,69170817,ZDB-GENE-110411-120
gene-terb1,8630594,8651019,ZDB-GENE-060503-732
gene-tesmin,11329808,11361282,ZDB-GENE-131121-605
gene-tgm1l2,43491482,43526368,ZDB-GENE-110408-37
gene-thbd,54746154,54750233,ZDB-GENE-110411-281
gene-themis2,4934887,4954778,ZDB-GENE-110411-89
gene-thsd7ab,51314198,51660828,ZDB-GENE-130530-999
gene-tlr4al,20480773,20483678,ZDB-GENE-090507-2
gene-tm4sf18,40307398,40316212,ZDB-GENE-050208-690
gene-tmc2a,60538449,60568861,ZDB-GENE-060526-280
gene-tmed6,40009963,40013297,ZDB-GENE-131121-182
gene-tmem100a,7986735,7997949,ZDB-GENE-110805-3
gene-tmem101,3708291,3720453,ZDB-GENE-121214-289
gene-tmem121aa,35208980,35259026,ZDB-GENE-131126-35
gene-tmem121ab,53454891,53571503,ZDB-GENE-081031-69
gene-tmem121b,12884053,12887241,ZDB-GENE-070705-241
gene-tmem123,40196273,40205253,ZDB-GENE-050419-69
gene-tmem198aa,7531881,7581684,ZDB-GENE-070912-716
gene-tmem222b,15106269,15177716,ZDB-GENE-090303-4
gene-tmem235b,36306931,36337737,ZDB-GENE-130603-43
gene-tmem264,15099673,15100659,ZDB-GENE-060503-911
gene-tmem275a,21520314,21528409,ZDB-GENE-131121-130
gene-tmprss15,38700306,38751754,ZDB-GENE-091204-83
gene-tmprss3a,21157715,21224531,ZDB-GENE-070912-70
gene-tmprss5,20599447,20612454,ZDB-GENE-131121-184
gene-tmprss9,10407649,10421208,ZDB-GENE-050208-573
gene-tmt1a.2,42048525,42053795,ZDB-GENE-120215-62
gene-tnk2b,5017638,5128312,ZDB-GENE-110411-165
gene-tnni1a,5760566,5771327,ZDB-GENE-030616-266
gene-trac,39098578,39135150,ZDB-GENE-030616-200
gene-treh,46804679,46825320,ZDB-GENE-070912-84
gene-trhde.1,23812120,24014302,ZDB-GENE-170406-2
gene-trhde.2,24039035,24250480,ZDB-GENE-070705-89
gene-trhrb,25136260,25139224,ZDB-GENE-060503-382
gene-trim35-21,6632182,6643693,ZDB-GENE-060503-673
gene-trim35-22,6695813,6705528,ZDB-GENE-060503-201
gene-trim35-23,6684035,6692471,ZDB-GENE-060503-295
gene-trim35-33,38775591,38784840,ZDB-GENE-081031-1
gene-trim35-34,38763730,38773598,ZDB-GENE-081030-23
gene-trim35-44,38801675,38810473,ZDB-GENE-110407-9
gene-trim35-45,29947935,29952497,ZDB-GENE-140106-276
gene-tspan10,13829913,13838698,ZDB-GENE-041111-201
gene-tspan33b,12304037,12337509,ZDB-GENE-060503-607
gene-ttc23,22214254,22242652,ZDB-GENE-050419-126
gene-ttc3,388903,417023,ZDB-GENE-090313-3
gene-ttf2,10018983,10041532,ZDB-GENE-110411-73
gene-ubxn11,46066308,46107353,ZDB-GENE-100922-125
gene-ugt2b1,10101563,10115376,ZDB-GENE-100402-1
gene-ulk4,6130078,6408592,ZDB-GENE-100922-243
gene-ungb,32515610,32567165,ZDB-GENE-070705-360
gene-unkl,44930082,44969650,ZDB-GENE-131120-196
gene-unm_hu7910,59179759,59244567,ZDB-GENE-120727-22
gene-unm_sa1261,62703295,62743568,ZDB-GENE-120411-10
gene-urp1,38468604,38474930,ZDB-GENE-100922-138
gene-ush1gb,48740140,48758698,ZDB-GENE-110411-55
gene-uts2r3,16815767,16820245,ZDB-GENE-100922-123
gene-uts2r4,754451,755744,ZDB-GENE-120215-247
gene-uts2r5,39633453,39641308,ZDB-GENE-131121-337
gene-vash2,41140400,41189854,ZDB-GENE-041014-355
gene-vcam1a,7424183,7432407,ZDB-GENE-060503-172
gene-vcpip1,45059228,45072305,ZDB-GENE-070912-613
gene-vps72b,32737605,32794876,ZDB-GENE-100922-13
gene-vtg8,25705225,25718717,ZDB-GENE-091106-1
gene-waplb,12205238,12318872,ZDB-GENE-080220-45
gene-wdfy3,40982374,41130297,ZDB-GENE-070705-153
gene-wdr59,7033238,7069124,ZDB-GENE-120215-187
gene-whrna,15383958,15577757,ZDB-GENE-091118-27
gene-wnt6b,11416304,11472206,ZDB-GENE-070912-513
gene-wnt7ba,19275777,19306549,ZDB-GENE-041210-178
gene-wu:fa05b01,69075169,69089591,ZDB-GENE-030131-6786
gene-wwc1,39795436,40244491,ZDB-GENE-091118-8
gene-xkr6a,6790352,6863549,ZDB-GENE-131121-106
gene-xkr8.2,27405645,27418473,ZDB-GENE-110106-2
gene-yeats2,47769568,47850691,ZDB-GENE-081104-292
gene-yme1l1a,36712354,36740142,ZDB-GENE-091113-41
gene-zbtb12.1,29350882,29364203,ZDB-GENE-060503-875
gene-zbtb25,30433941,30440539,ZDB-GENE-041001-125
gene-zbtb38,44120572,44147306,ZDB-GENE-091204-308
gene-zbtb41,16182318,16262084,ZDB-GENE-130530-649
gene-zbtb46,15205472,15348953,ZDB-GENE-090313-352
gene-zc3h12b,22802344,22828366,ZDB-GENE-060526-290
gene-zc3h18,18463495,18531908,ZDB-GENE-050419-13
gene-zcchc2,53430061,53469903,ZDB-GENE-070912-269
gene-zgc:110249,993803,1010744,ZDB-GENE-050522-331
gene-zgc:113102,5914663,5922712,ZDB-GENE-050306-35
gene-zgc:113516,40340984,40396820,ZDB-GENE-050320-154
gene-zgc:174702,37751789,37781935,ZDB-GENE-080208-6
gene-zgc:174703,53588405,53601192,ZDB-GENE-080208-4
gene-zgc:193807,2680162,2695853,ZDB-GENE-081022-42
gene-zglp1,223677,228006,ZDB-GENE-060825-359
gene-zmiz2,50351653,50448616,ZDB-GENE-090313-285
gene-zmp:0000000650,21129745,21138284,ZDB-GENE-130530-653
gene-zmp:0000000951,49214913,49222504,ZDB-GENE-130530-954
gene-zmp:0000001088,40596705,40612711,ZDB-GENE-140106-48
gene-zmp:0000001127,9967739,9972865,ZDB-GENE-140106-87
gene-zmp:0000001161,6099423,6106350,ZDB-GENE-140106-121
gene-zmp:0000001301,2991492,3016830,ZDB-GENE-140106-261
gene-znf1008,311802,316549,ZDB-GENE-131121-84
gene-znf1010,1038464,1046000,ZDB-GENE-131120-161
gene-znf1040,60489456,60507800,ZDB-GENE-141210-11
gene-znf1065,46874576,47082232,ZDB-GENE-071004-94
gene-znf1069,64751077,65367095,ZDB-GENE-071004-89
gene-znf1086,55312095,55316201,ZDB-GENE-110913-77
gene-znf1156,2028141,2036405,ZDB-GENE-050208-787
gene-znf1179,1912733,1920548,ZDB-GENE-050208-622
gene-znf469,32956624,33436769,ZDB-LINCRNAG-131125-49
gene-znf569l,51567936,51576978,ZDB-GENE-110914-7
gene-znf977,41162698,41183659,ZDB-GENE-110913-138
gene-znf995,62174570,62182147,ZDB-GENE-080215-13
gene-znfl1b,17384223,17388825,ZDB-GENE-110131-6
gene-znfl1g,28768221,28771387,ZDB-GENE-090311-14
gene-zpld1b,22208379,22249218,ZDB-GENE-121214-104
